X,author,title,type,start,end,words,kind
2637,"Gilman, Charlotte Perkins",Herland,sentence,283,315,Always excepting our threewith,NA
2638,"Gilman, Charlotte Perkins",Herland,sentence,317,359,whom we presently renewed our acquaintance,NA
2639,"Gilman, Charlotte Perkins",Herland,sentence,362,470,When it came to courtship which it soon did I can of course best describe my ownand am least inclined to,NA
2640,"Gilman, Charlotte Perkins",Herland,sentence,472,783,But of Jeff I heard somewhat he was inclined to dwell reverently and admiringly at some length on the exalted sentiment and measureless perfection of his Celis and TerryTerry made so many false starts and met so many rebuffs that by the time he really settled down to win Alima he was considerably wiser,NA
2641,"Gilman, Charlotte Perkins",Herland,sentence,785,819,At that it was not smooth sailing,NA
2642,"Gilman, Charlotte Perkins",Herland,sentence,821,1042,They broke and quarreled over and over he would rush off to console himself with some other fair onethe other fair one would have none of himand he would drift back to Alima becoming more and more devoted each time,NA
2643,"Gilman, Charlotte Perkins",Herland,sentence,1045,1067,She never gave an inch,NA
2644,"Gilman, Charlotte Perkins",Herland,sentence,1069,1282,A big handsome creature rather exceptionally strong even in that race of strong women with a proud head and sweeping level brows that lined across above her dark eager eyes like the wide wings of a soaring hawk,NA
2645,"Gilman, Charlotte Perkins",Herland,sentence,1285,1405,I was good friends with all three of them but best of all with Ellador long before that feeling changed for both of us,NA
2646,"Gilman, Charlotte Perkins",Herland,sentence,1408,1541,From her and from Somel who talked very freely with me I learned at last something of the viewpoint of Herland toward its visitors,NA
2647,"Gilman, Charlotte Perkins",Herland,sentence,1544,1648,Here they were isolated happy contented when the booming buzz of our biplane tore the air above them,NA
2648,"Gilman, Charlotte Perkins",Herland,sentence,1651,1783,Everybody heard itsaw itfor miles and miles word flashed all over the country and a council was held in every town and village,NA
2649,"Gilman, Charlotte Perkins",Herland,sentence,1786,1848,And this was their rapid determination  From another country,NA
2650,"Gilman, Charlotte Perkins",Herland,sentence,1850,1862,Probably men,NA
2651,"Gilman, Charlotte Perkins",Herland,sentence,1864,1890,Evidently highly civilized,NA
2652,"Gilman, Charlotte Perkins",Herland,sentence,1892,1938,Doubtless possessed of much valuable knowledge,NA
2653,"Gilman, Charlotte Perkins",Herland,sentence,1940,1956,May be dangerous,NA
2654,"Gilman, Charlotte Perkins",Herland,sentence,1958,2085,Catch them if possible tame and train them if necessary This may be a chance to reestablish a bisexual state for our people,NA
2655,"Gilman, Charlotte Perkins",Herland,sentence,2088,2244,They were not afraid of usthree million highly intelligent womenor two million counting only grownupswere not likely to be afraid of three young men,NA
2656,"Gilman, Charlotte Perkins",Herland,sentence,2246,2445,We thought of them as Women and therefore timid but it was two thousand years since they had had anything to be afraid of and certainly more than one thousand since they had outgrown the feeling,NA
2657,"Gilman, Charlotte Perkins",Herland,sentence,2448,2515,We thoughtat least Terry didthat we could have our pick of them,NA
2658,"Gilman, Charlotte Perkins",Herland,sentence,2517,2597,They thoughtvery cautiously and farsightedlyof picking us if it seemed wise,NA
2659,"Gilman, Charlotte Perkins",Herland,sentence,2600,2754,All that time we were in training they studied us analyzed us prepared reports about us and this information was widely disseminated all about the land,NA
2660,"Gilman, Charlotte Perkins",Herland,sentence,2757,2901,Not a girl in that country had not been learning for months as much as could be gathered about our country our culture our personal characters,NA
2661,"Gilman, Charlotte Perkins",Herland,sentence,2903,2948,No wonder their questions were hard to answer,NA
2662,"Gilman, Charlotte Perkins",Herland,sentence,2950,3098,But I am sorry to say when we were at last brought out andexhibited I hate to call it that but thats what it was there was no rush of takers,NA
2663,"Gilman, Charlotte Perkins",Herland,sentence,3100,3278,Here was poor old Terry fondly imagining that at last he was free to stray in a rosebud garden of girlsand behold the rosebuds were all with keen appraising eye studying us,NA
2664,"Gilman, Charlotte Perkins",Herland,sentence,3281,3381,They were interested profoundly interested but it was not the kind of interest we were looking for,NA
2665,"Gilman, Charlotte Perkins",Herland,sentence,3384,3482,To get an idea of their attitude you have to hold in mind their extremely high sense of solidarity,NA
2666,"Gilman, Charlotte Perkins",Herland,sentence,3484,3577,They were not each choosing a lover they hadnt the faintest idea of lovesexlove that is,NA
2667,"Gilman, Charlotte Perkins",Herland,sentence,3579,3926,These girlsto each of whom motherhood was a lodestar and that motherhood exalted above a mere personal function looked forward to as the highest social service as the sacrament of a lifetimewere now confronted with an opportunity to make the great step of changing their whole status of reverting to their earlier bisexual order of nature,NA
2668,"Gilman, Charlotte Perkins",Herland,sentence,3929,4119,Beside this underlying consideration there was the limitless interest and curiosity in our civilization purely impersonal and held by an order of mind beside which we were likeschoolboys,NA
2669,"Gilman, Charlotte Perkins",Herland,sentence,4122,4256,It was small wonder that our lectures were not a success and none at all that our or at least Terrys advances were so ill received,NA
2670,"Gilman, Charlotte Perkins",Herland,sentence,4258,4342,The reason for my own comparative success was at first far from pleasing to my pride,NA
2671,"Gilman, Charlotte Perkins",Herland,sentence,4345,4444,We like you the best Somel told me because you seem more like us  More like a lot of women,NA
2672,"Gilman, Charlotte Perkins",Herland,sentence,4446,4558,I thought to myself disgustedly and then remembered how little like women in our derogatory sense they were,NA
2673,"Gilman, Charlotte Perkins",Herland,sentence,4560,4601,She was smiling at me reading my thought,NA
2674,"Gilman, Charlotte Perkins",Herland,sentence,4604,4661,We can quite see that we do not seem likewomento you,NA
2675,"Gilman, Charlotte Perkins",Herland,sentence,4663,4749,Of course in a bisexual race the distinctive feature of each sex must be intensified,NA
2676,"Gilman, Charlotte Perkins",Herland,sentence,4751,4831,But surely there are characteristics enough which belong to People arent there,NA
2677,"Gilman, Charlotte Perkins",Herland,sentence,4833,4898,Thats what I mean about you being more like usmore like People,NA
2678,"Gilman, Charlotte Perkins",Herland,sentence,4900,4925,We feel at ease with you,NA
2679,"Gilman, Charlotte Perkins",Herland,sentence,4928,4971,Jeffs difficulty was his exalted gallantry,NA
2680,"Gilman, Charlotte Perkins",Herland,sentence,4973,5001,He idealized women and was a,NA
2681,"Gilman, Charlotte Perkins",Herland,entity,2469,2473,Terry,person
2682,"Gilman, Charlotte Perkins",Herland,entity,3118,3122,Terry,person
2683,"Gilman, Charlotte Perkins",Herland,entity,4928,4933,Jeffs,person
2684,"Gilman, Charlotte Perkins",Herland,entity,4811,4816,People,location
2685,"Gilman, Charlotte Perkins",Herland,sentence,1,60,always looking for a chance to protect or to serve them,NA
2686,"Gilman, Charlotte Perkins",Herland,sentence,62,105,These needed neither protection nor service,NA
2687,"Gilman, Charlotte Perkins",Herland,sentence,107,214,They were living in peace and power and plenty we were their guests their prisoners absolutely dependent,NA
2688,"Gilman, Charlotte Perkins",Herland,sentence,217,365,Of course we could promise whatsoever we might of advantages if they would come to our country but the more we knew of theirs the less we boasted,NA
2689,"Gilman, Charlotte Perkins",Herland,sentence,368,564,Terrys jewels and trinkets they prized as curios handed them about asking questions as to workmanship not in the least as to value and discussed not ownership but which museum to put them in,NA
2690,"Gilman, Charlotte Perkins",Herland,sentence,567,689,When a man has nothing to give a woman is dependent wholly on his personal attraction his courtship is under limitations,NA
2691,"Gilman, Charlotte Perkins",Herland,sentence,692,848,They were considering these two things the advisability of making the Great Change and the degree of personal adaptability which would best serve that end,NA
2692,"Gilman, Charlotte Perkins",Herland,sentence,851,982,Here we had the advantage of our small personal experience with those three fleet forest girls and that served to draw us together,NA
2693,"Gilman, Charlotte Perkins",Herland,sentence,985,1318,As for Ellador Suppose you come to a strange land and find it pleasant enoughjust a little more than ordinarily pleasantand then you find rich farmland and then gardens gorgeous gardens and then palaces full of rare and curious treasuresincalculable inexhaustible and thenmountainslike the Himalayas and then the sea,NA
2694,"Gilman, Charlotte Perkins",Herland,sentence,1321,1397,I liked her that day she balanced on the branch before me and named the trio,NA
2695,"Gilman, Charlotte Perkins",Herland,sentence,1399,1420,I thought of her most,NA
2696,"Gilman, Charlotte Perkins",Herland,sentence,1422,1524,Afterward I turned to her like a friend when we met for the third time and continued the acquaintance,NA
2697,"Gilman, Charlotte Perkins",Herland,sentence,1526,1719,While Jeffs ultradevotion rather puzzled Celis really put off their day of happiness while Terry and Alima quarreled and parted remet and reparted Ellador and I grew to be close friends,NA
2698,"Gilman, Charlotte Perkins",Herland,sentence,1722,1742,We talked and talked,NA
2699,"Gilman, Charlotte Perkins",Herland,sentence,1744,1771,We took long walks together,NA
2700,"Gilman, Charlotte Perkins",Herland,sentence,1773,1853,She showed me things explained them interpreted much that I had not understood,NA
2701,"Gilman, Charlotte Perkins",Herland,sentence,1855,2053,Through her sympathetic intelligence I became more and more comprehending of the spirit of the people of Herland more and more appreciative of its marvelous inner growth as well as outer perfection,NA
2702,"Gilman, Charlotte Perkins",Herland,sentence,2056,2095,I ceased to feel a stranger a prisoner,NA
2703,"Gilman, Charlotte Perkins",Herland,sentence,2097,2156,There was a sense of understanding of identity of purpose,NA
2704,"Gilman, Charlotte Perkins",Herland,sentence,2158,2182,We discussedeverything,NA
2705,"Gilman, Charlotte Perkins",Herland,sentence,2184,2443,And as I traveled farther and farther exploring the rich sweet soul of her my sense of pleasant friendship became but a broad foundation for such height such breadth such interlocked combination of feeling as left me fairly blinded with the wonder of it,NA
2706,"Gilman, Charlotte Perkins",Herland,sentence,2446,2533,As Ive said I had never cared very much for women nor they for menot Terryfashion,NA
