,author,title,id,type,start,end,constituents,words,kind
3196,"Gilman, Charlotte Perkins",Herland,21,sentence,1400,1510,350:378,You have to do things for your mothers surely  Oh no she insisted smiling shaking her soft brown hair,NA
3197,"Gilman, Charlotte Perkins",Herland,22,sentence,1512,1556,379:388,We do things FROM our mothersnot FOR them,NA
3198,"Gilman, Charlotte Perkins",Herland,23,sentence,1558,1623,389:405,We dont have to do things FOR themthey dont need it you know,NA
3199,"Gilman, Charlotte Perkins",Herland,24,sentence,1625,1715,406:425,But we have to live onsplendidlybecause of them and thats the way we feel about God,NA
3200,"Gilman, Charlotte Perkins",Herland,25,sentence,1718,1735,426:429,I meditated again,NA
3201,"Gilman, Charlotte Perkins",Herland,26,sentence,1737,1823,430:447,I thought of that God of Battles of ours that Jealous God that Vengeanceismine God,NA
3202,"Gilman, Charlotte Perkins",Herland,27,sentence,1825,1863,448:453,I thought of our worldnightmareHell,NA
3203,"Gilman, Charlotte Perkins",Herland,28,sentence,1866,1924,454:468,You have no theory of eternal punishment then I take it,NA
3204,"Gilman, Charlotte Perkins",Herland,29,sentence,1927,1942,469:471,Ellador laughed,NA
3205,"Gilman, Charlotte Perkins",Herland,30,sentence,1944,2011,472:488,Her eyes were as bright as stars and there were tears in them too,NA
3206,"Gilman, Charlotte Perkins",Herland,31,sentence,2013,2036,489:495,She was so sorry for me,NA
3207,"Gilman, Charlotte Perkins",Herland,32,sentence,2039,2079,496:507,How could we she asked fairly enough,NA
3208,"Gilman, Charlotte Perkins",Herland,33,sentence,2081,2160,508:528,We have no punishments in life you see so we dont imagine them after death,NA
3209,"Gilman, Charlotte Perkins",Herland,34,sentence,2163,2187,529:534,Have you NO punishments,NA
3210,"Gilman, Charlotte Perkins",Herland,35,sentence,2189,2257,535:546,Neither for children nor criminalssuch mild criminals as you have,NA
3211,"Gilman, Charlotte Perkins",Herland,36,sentence,2259,2266,547:549,I urged,NA
3212,"Gilman, Charlotte Perkins",Herland,37,sentence,2269,2320,550:563,Do you punish a person for a broken leg or a fever,NA
3213,"Gilman, Charlotte Perkins",Herland,38,sentence,2322,2498,564:603,We have preventive measures and cures sometimes we have to send the patient to bed as it were but thats not a punishmentits only part of the treatment she explained,NA
3214,"Gilman, Charlotte Perkins",Herland,39,sentence,2501,2703,604:642,Then studying my point of view more closely she added You see we recognize in our human motherhood a great tender limitless uplifting forcepatience and wisdom and all subtlety of delicate method,NA
3215,"Gilman, Charlotte Perkins",Herland,40,sentence,2705,2759,643:653,We credit Godour idea of Godwith all that and more,NA
3216,"Gilman, Charlotte Perkins",Herland,41,sentence,2761,2848,654:675,Our mothers are not angry with uswhy should God be  Does God mean a person to you,NA
3217,"Gilman, Charlotte Perkins",Herland,42,sentence,2851,2881,676:682,This she thought over a little,NA
3218,"Gilman, Charlotte Perkins",Herland,43,sentence,2883,3029,683:715,Whyin trying to get close to it in our minds we personify the idea naturally but we certainly do not assume a Big Woman somewhere who is God,NA
3219,"Gilman, Charlotte Perkins",Herland,44,sentence,3031,3145,716:741,What we call God is a Pervading Power you know an Indwelling Spirit something inside of us that we want more of,NA
3220,"Gilman, Charlotte Perkins",Herland,45,sentence,3147,3191,742:753,Is your God a Big Man she asked innocently,NA
3221,"Gilman, Charlotte Perkins",Herland,46,sentence,3194,3227,754:764,Whyyes to most of us I think,NA
3222,"Gilman, Charlotte Perkins",Herland,47,sentence,3229,3352,765:794,Of course we call it an Indwelling Spirit just as you do but we insist that it is Him a Person and a Manwith whiskers,NA
3223,"Gilman, Charlotte Perkins",Herland,48,sentence,3355,3364,795:797,Whiskers,NA
3224,"Gilman, Charlotte Perkins",Herland,49,sentence,3366,3395,798:803,Oh yesbecause you have them,NA
3225,"Gilman, Charlotte Perkins",Herland,50,sentence,3397,3519,804:830,Or do you wear them because He does  On the contrary we shave them offbecause it seems cleaner and more comfortable,NA
3226,"Gilman, Charlotte Perkins",Herland,51,sentence,3522,3566,831:842,Does He wear clothesin your idea I mean,NA
3227,"Gilman, Charlotte Perkins",Herland,52,sentence,3569,3860,843:897,I was thinking over the pictures of God I had seenrash advances of the devout mind of man representing his Omnipotent Deity as an old man in a flowing robe flowing hair flowing beard and in the light of her perfectly frank and innocent questions this concept seemed rather unsatisfying,NA
3228,"Gilman, Charlotte Perkins",Herland,53,sentence,3863,4130,898:944,I explained that the God of the Christian world was really the ancient Hebrew God and that we had simply taken over the patriarchal ideathat ancient one which quite inevitably clothed its thought of God with the attributes of the patriarchal ruler the grandfather,NA
3229,"Gilman, Charlotte Perkins",Herland,54,sentence,4133,4233,945:966,I see she said eagerly after I had explained the genesis and development of our religious ideals,NA
3230,"Gilman, Charlotte Perkins",Herland,55,sentence,4235,4358,967:996,They lived in separate groups with a male head and he was probably a littledomineering  No doubt of that I agreed,NA
3231,"Gilman, Charlotte Perkins",Herland,56,sentence,4361,4471,997:1018,And we live together without any head in that sensejust our chosen leadersthat DOES make a difference,NA
3232,"Gilman, Charlotte Perkins",Herland,57,sentence,4474,4526,1019:1031,Your difference is deeper than that I assured her,NA
3233,"Gilman, Charlotte Perkins",Herland,58,sentence,4528,4560,1032:1039,It is in your common motherhood,NA
3234,"Gilman, Charlotte Perkins",Herland,59,sentence,4562,4621,1040:1051,Your children grow up in a world where everybody loves them,NA
3235,"Gilman, Charlotte Perkins",Herland,60,sentence,4623,4713,1052:1070,They find life made rich and happy for them by the diffused love and wisdom of all mothers,NA
3236,"Gilman, Charlotte Perkins",Herland,61,sentence,4715,4806,1071:1091,So it is easy for you to think of God in the terms of a similar diffused and competent love,NA
3237,"Gilman, Charlotte Perkins",Herland,62,sentence,4808,4853,1092:1103,I think you are far nearer right than we are,NA
3238,"Gilman, Charlotte Perkins",Herland,63,sentence,4856,4965,1104:1126,What I cannot understand she pursued carefully is your preservation of such a very ancient state of mind,NA
3239,"Gilman, Charlotte Perkins",Herland,64,sentence,4967,5001,1127:1133,This patriarchal idea you tell me i,NA
3240,"Gilman, Charlotte Perkins",Herland,1,sentence,1,79,60:78,is thousands of years old  Oh yesfour five six thousandevery so many,NA
3241,"Gilman, Charlotte Perkins",Herland,2,sentence,82,152,79:92,And you have made wonderful progress in those yearsin other things,NA
3242,"Gilman, Charlotte Perkins",Herland,3,sentence,155,173,93:97,We certainly have,NA
3243,"Gilman, Charlotte Perkins",Herland,4,sentence,175,200,98:102,But religion is different,NA
3244,"Gilman, Charlotte Perkins",Herland,5,sentence,202,297,103:123,You see our religions come from behind us and are initiated by some great teacher who is dead,NA
3245,"Gilman, Charlotte Perkins",Herland,6,sentence,299,366,124:138,He is supposed to have known the whole thing and taught it finally,NA
3246,"Gilman, Charlotte Perkins",Herland,7,sentence,368,407,139:148,All we have to do is believeand obey,NA
3247,"Gilman, Charlotte Perkins",Herland,8,sentence,410,474,149:163,Who was the great Hebrew teacher  Ohthere it was different,NA
3248,"Gilman, Charlotte Perkins",Herland,9,sentence,476,617,164:189,The Hebrew religion is an accumulation of extremely ancient traditions some far older than their people and grew by accretion down the ages,NA
3249,"Gilman, Charlotte Perkins",Herland,10,sentence,619,746,190:224,We consider it inspiredthe Word of God  How do you know it is  Because it says so  Does it say so in as many words,NA
3250,"Gilman, Charlotte Perkins",Herland,11,sentence,748,766,225:230,Who wrote that in,NA
3251,"Gilman, Charlotte Perkins",Herland,12,sentence,769,851,231:251,I began to try to recall some text that did say so and could not bring it to mind,NA
3252,"Gilman, Charlotte Perkins",Herland,13,sentence,854,963,252:275,Apart from that she pursued what I cannot understand is why you keep these early religious ideas so long,NA
3253,"Gilman, Charlotte Perkins",Herland,14,sentence,965,1042,276:295,You have changed all your others havent you  Pretty generally I agreed,NA
3254,"Gilman, Charlotte Perkins",Herland,15,sentence,1044,1104,296:310,But this we call revealed religion and think it is final,NA
3255,"Gilman, Charlotte Perkins",Herland,16,sentence,1106,1168,311:325,But tell me more about these little temples of yours I urged,NA
3256,"Gilman, Charlotte Perkins",Herland,17,sentence,1170,1207,326:335,And these Temple Mothers you run to,NA
3257,"Gilman, Charlotte Perkins",Herland,18,sentence,1210,1303,336:353,Then she gave me an extended lesson in applied religion which I will endeavor to concentrate,NA
3258,"Gilman, Charlotte Perkins",Herland,19,sentence,1306,1475,354:381,They developed their central theory of a Loving Power and assumed that its relation to them was motherlythat it desired their welfare and especially their development,NA
3259,"Gilman, Charlotte Perkins",Herland,20,sentence,1477,1587,382:403,Their relation to it similarly was filial a loving appreciation and a glad fulfillment of its high purposes,NA
3260,"Gilman, Charlotte Perkins",Herland,21,sentence,1589,1712,404:428,Then being nothing if not practical they set their keen and active minds to discover the kind of conduct expected of them,NA
3261,"Gilman, Charlotte Perkins",Herland,22,sentence,1714,1766,429:439,This worked out in a most admirable system of ethics,NA
3262,"Gilman, Charlotte Perkins",Herland,23,sentence,1768,1826,440:448,The principle of Love was universally recognizedand used,NA
3263,"Gilman, Charlotte Perkins",Herland,24,sentence,1829,1928,449:471,Patience gentleness courtesy all that we call good breeding was part of their code of conduct,NA
3264,"Gilman, Charlotte Perkins",Herland,25,sentence,1930,2038,472:492,But where they went far beyond us was in the special application of religious feeling to every field of life,NA
3265,"Gilman, Charlotte Perkins",Herland,26,sentence,2040,2240,493:532,They had no ritual no little set of performances called divine service save those religious pageants I have spoken of and those were as much educational as religious and as much social as either,NA
3266,"Gilman, Charlotte Perkins",Herland,27,sentence,2242,2322,533:545,But they had a clear established connection between everything they didand God,NA
3267,"Gilman, Charlotte Perkins",Herland,28,sentence,2324,2529,546:583,Their cleanliness their health their exquisite order the rich peaceful beauty of the whole land the happiness of the children and above all the constant progress they madeall this was their religion,NA
3268,"Gilman, Charlotte Perkins",Herland,29,sentence,2532,2658,584:607,They applied their minds to the thought of God and worked out the theory that such an inner power demanded outward expression,NA
3269,"Gilman, Charlotte Perkins",Herland,30,sentence,2660,2713,608:620,They lived as if God was real and at work within them,NA
3270,"Gilman, Charlotte Perkins",Herland,31,sentence,2716,2854,621:644,As for those little temples everywheresome of the women were more skilled more temperamentally inclined in this direction than others,NA
