,author,title,type,start,end,words,kind
576,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12260,12345,If you do not understand them replied the Empress how shall human Creatures do then,NA
577,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12347,12619,Many both of your modern and ancient Philosophers answered the Spirits endeavour to go beyond Sense and Reason which makes them commit absurdities for no corporeal Creature can go beyond Sense and Reason no not we Spirits as long as we are in our corporeal Vehicles,NA
979,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,12454,12459,Reason,person
980,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,12549,12554,Reason,person
578,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12621,12694,Then the Empress asked them Whether there were any Atheists in the World,NA
579,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12696,12776,The Spirits answered That there were no more Atheists then what Cabbalists make,NA
580,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12778,12851,she asked them further Whether Spirits were of a globous or round Figure,NA
581,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12853,12938,They answered That Figure belonged to body but they being immaterial had no Figure,NA
582,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,12940,13000,she asked again Whether Spirits were not like Water or Fire,NA
583,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13002,13285,They answered that Water and Fire was material were it the purest and most refined that ever could be nay were it above the Heavens But we are no more like Water or Fire said they then we are like Earth but our Vehicles are of several forms figures and degrees of substances,NA
1038,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,13206,13210,Earth,location
584,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13287,13352,Then she desired to know Whether their Vehicles were made of Air,NA
585,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13354,13417,Yes answered the Spirits some of our Vehicles are of thin Air,NA
586,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13419,13513,Then I suppose replied the Empress That those airy Vehicles are your corporeal Summersuits,NA
587,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13515,13622,she asked further Whether the Spirits had not ascending and descendingmotions as well as other Creatures,NA
31,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13553,13755,For their Ships were so ingeniously contrived that they could fasten them together as close as a Honeycomb without waste of place and being thus united no Wind nor Waves were able to separate them,NA
588,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13624,13979,They answered That properly there was no ascension or descension in Infinite Nature but onely in relation to particular parts and as for us Spirits said they We can neither ascend nor descend without corporeal Vehicles nor can our Vehicles ascend or descend but according to their several shapes and figures for there can be no motion without body,NA
32,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13757,14412,The Emperors Ships were all of Gold but the Merchants and Skippers of Leather the Golden Ships were not much heavier then ours of Wood by reason they were neatly made and required not such thickness neither were they troubled with Pitch Tar Pumps Guns and the like which make our WooddenShips very heavy for though they were not all of a piece yet they were so well sodderd that there was no fear of Leaks Chinks or Clefts and as for Guns there was no use of them because they had no other enemies but the Winds But the Leather Ships were not altogether so sure although much leighter besides they were pitched to keep out Water,NA
589,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,13981,14096,The Empress asked them further Whether there was not a World of Spirits as well as there is of Material Creatures,NA
590,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,14098,14245,No answered they for the word World implies a quantity or multitude of corporeal Creatures but we being Immaterial can make no World of Spirits,NA
591,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,14247,14301,Then she desired to be informed when Spirits were made,NA
592,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,14303,14485,We do not know answered they how and when we were made nor are we much inquisitive after it nay if we did it would be no benefit neither for us nor for you Mortals to know it,NA
