,author,title,type,start,end,kind,words
785,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,59380,59480,NA,I wish said the Empress he had some of the Gold that is in the BlazingWorld to repair his losses
786,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,59482,59718,NA,The Duchess most humbly thankd her Imperial Majesty for her kind wishes but said she Wishes will not repair his ruins however God has given my Noble Lord and Husband great Patience by which he bears all his losses and misfortunes
997,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,59631,59640,person,Noble Lord
457,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,59675,59679,location,Earth
787,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,59720,59884,NA,As last they enterd into the Dukes House an Habitation not so magnificent as useful and when the Empress saw it Has the Duke said she no other House but this
788,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,59886,59987,NA,Yes answered the Duchess some five miles from this place he has a very fine Castle called Bolesover
168,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,59930,60105,NA,This Observation the Empress commanded them to confer with her Chymists the Apemen to let them know that Gold was not produced by a violent but a temperate degree of heat
789,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,59989,60040,NA,That place then said the Empress I desire to see
790,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,60042,60125,NA,Alas replied the Duchess it is but a naked House and uncloathd of all Furniture
169,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,60107,60163,NA,She asked further Whether Gold could not be made by Art
791,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,60127,60204,NA,However said the Empress I may see the manner of its structure and building
170,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,60165,60372,NA,They answered That they could not certainly tell her Majesty but if it was possible to be done they thought Tin Lead Brass Iron and Silver to be the fittest Metals for such an Artificial Transmutation
792,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,60206,60597,NA,That you may replied the Duchess and as they were thus discoursing the Duke came out of the House into the Court to see his Horses of Manage whom when the Duchesss Soul perceived she was so overjoyed that her Aereal Vehicle became so splendorous as if it had been enlightned by the Sun by which we may perceive that the passions of Souls or Spirits can alter their bodily Vehicles
321,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,60276,60278,person,Tin
322,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,60303,60308,person,Silver
171,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,60374,60447,NA,Then she asked them Whether Art could produce Iron Tin Lead or Silver
323,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",entity,60427,60429,person,Tin
172,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,60449,60485,NA,They answered Not in their opinion
173,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,60487,60836,NA,Then I perceive replyed the Empress that your judgments are very irregular since you believe that Gold which is so fixt a Metal that nothing has been found as yet which could occasion a dissolution of its interior figure may be made by Art and not Tin Lead Iron Copper or Silver which yet are so far weaker and meaner Metals then Gold is
793,"Cavendish, Margaret","The Description of a New World, Called The Blazing-World",sentence,60599,60863,NA,Then these two Ladies Spirits went close to him but he could not perceive them and after the Empress had observed that Art of Mannage she was much pleased with it and commended it as a noble pastime and an exercise fit and proper for noble and heroick Persons
